text_original,text_cleaned,text_lemmatized,text_stemmed,sentiment,sentiment_label,url_count,mention_count,hashtag_count,hashtags,user,vader_score,textblob_score,avg_sentiment,sentiment_category
"Coffee with Godfather, Meeting, then Movie night?  â¥ life.",coffee with godfather meeting then movie night â¥ life,coffee godfather meeting movie night â¥ life,coffe godfath meet movi night â¥ life,1,Positive,0,0,0,,BrittneyCarbone,0.0,0.0,0.0,Neutral
"@mabakle wow, so global warming also affecting paradise? have a great day too mister! i'll coffee first for my energy ",wow so global warming also affecting paradise have a great day too mister ill coffee first for my energy,wow global warming also affecting paradise great day mister ill coffee first energy,wow global warm also affect paradis great day mister ill coffe first energi,1,Positive,0,1,0,,iy0,0.9466,0.3375,0.64205,Positive
"It's winter! Perfect for staying in, making soup, drinking coffee, watching movies, reading new magazines, working and creating. ",its winter perfect for staying in making soup drinking coffee watching movies reading new magazines working and creating,winter perfect staying making soup drinking coffee watching movie reading new magazine working creating,winter perfect stay make soup drink coffe watch movi read new magazin work creat,1,Positive,0,0,0,,AntheaV,0.7345,0.5681818181818181,0.651340909090909,Positive
"another weekend almost over, it's going to be a tough Mon &amp; Tues this week. I see LOTS of iced coffees in my future. they keep me happy ",another weekend almost over its going to be a tough mon amp tues this week i see lots of iced coffees in my future they keep me happy,another weekend almost going tough mon amp tues week see lot iced coffee future keep happy,anoth weekend almost go tough mon amp tue week see lot ice coffe futur keep happi,1,Positive,0,0,0,,ag_chillaxn,0.4939,0.13703703703703704,0.31546851851851854,Positive
"I love that Wendy's commercial for the...COFFEE TOFFEE, TWISTED FROSTYY. It's great! ",i love that wendys commercial for thecoffee toffee twisted frostyy its great,love wendys commercial thecoffee toffee twisted frostyy great,love wendi commerci thecoffe toffe twist frostyy great,1,Positive,0,0,0,,archfanatic13,0.8622,0.25,0.5561,Positive
Off for  a walk up Wild Dog Creek road ... then back through the bush and home for a coffee. Tweet you in an hour or two ,off for a walk up wild dog creek road then back through the bush and home for a coffee tweet you in an hour or two,walk wild dog creek road back bush home coffee tweet hour two,walk wild dog creek road back bush home coffe tweet hour two,1,Positive,0,0,0,,mnjorgensen,0.0,0.05,0.025,Neutral
@officialmila You should visit my coffee shop &amp; tea room Mila.  www.stringbeancoffeeshop.com,you should visit my coffee shop amp tea room mila,visit coffee shop amp tea room mila,visit coffe shop amp tea room mila,1,Positive,1,1,0,,Listersmate,0.0,0.0,0.0,Neutral
@aussieBum Happy Monday to you all too! Hope you have some good coffee for that early morning brainstorming ,happy monday to you all too hope you have some good coffee for that early morning brainstorming,happy monday hope good coffee early morning brainstorming,happi monday hope good coffe earli morn brainstorm,1,Positive,0,1,0,,lukasp,0.8687,0.6,0.7343500000000001,Positive
"@sarahfishie LOL, lets go for a coffee, and get some cookies or something aswell ",lol lets go for a coffee and get some cookies or something aswell,lol let go coffee get cooky something aswell,lol let go coffe get cooki someth aswel,1,Positive,0,1,0,,tanny_pudd,0.5473,0.8,0.6736500000000001,Positive
"@luvyaa You can get coffee @ my family's coffee shop, we have a tea room too.  www.stringbeancoffeeshop.com",you can get coffee my familys coffee shop we have a tea room too,get coffee family coffee shop tea room,get coffe famili coffe shop tea room,1,Positive,1,1,0,,Listersmate,0.0,0.0,0.0,Neutral
"Good morning - it's a beautiful long w'end day.  I've had my coffee, the fam are happy &amp; now I'm talking myself into going to the gym ",good morning its a beautiful long wend day ive had my coffee the fam are happy amp now im talking myself into going to the gym,good morning beautiful long wend day ive coffee fam happy amp im talking going gym,good morn beauti long wend day ive coffe fam happi amp im talk go gym,1,Positive,0,0,0,,kobeboo,0.8885,0.575,0.7317499999999999,Positive
It's early and I'm tired. Coffee please! ,its early and im tired coffee please,early im tired coffee please,earli im tire coffe pleas,1,Positive,0,0,0,,AngeliaL,-0.2244,-0.2,-0.2122,Negative
Hanging out at a coffee shop eating a cookie  â« http://blip.fm/~7ehsg,hanging out at a coffee shop eating a cookie â«,hanging coffee shop eating cookie â«,hang coffe shop eat cooki â«,1,Positive,1,0,0,,alexgarcia,0.0,0.0,0.0,Neutral
@loveicedcoffee thank you!!! I figured it out!!! Are getting this? ,thank you i figured it out are getting this,thank figured getting,thank figur get,1,Positive,0,1,0,,seviercrespo,0.5673,0.0,0.28365,Positive
"@Lawrence_Leung: Drink coffee in a bookshop, Blog in a cafe and if you get  swine flu make a hilarious series about the experience ",drink coffee in a bookshop blog in a cafe and if you get swine flu make a hilarious series about the experience,drink coffee bookshop blog cafe get swine flu make hilarious series experience,drink coffe bookshop blog cafe get swine flu make hilari seri experi,1,Positive,0,1,0,,HumorousLlama,0.0258,0.5,0.2629,Positive
"it really feels like a brand new day  the sun is shining on my feet and my coffee tastes like polka-dots... yup,polka-dots have a taste ",it really feels like a brand new day the sun is shining on my feet and my coffee tastes like polkadots yuppolkadots have a taste,really feel like brand new day sun shining foot coffee taste like polkadots yuppolkadots taste,realli feel like brand new day sun shine feet coffe tast like polkadot yuppolkadot tast,1,Positive,0,0,0,,louisebolo,0.6461,0.16818181818181818,0.4071409090909091,Positive
"driving to a coffee house with james and joe on the s. state parkway.  oh yeah, in a jeep wrangler with no doors or roof ",driving to a coffee house with james and joe on the s state parkway oh yeah in a jeep wrangler with no doors or roof,driving coffee house james joe state parkway oh yeah jeep wrangler door roof,drive coffe hous jame joe state parkway oh yeah jeep wrangler door roof,1,Positive,0,0,0,,VincentWave,0.0,0.0,0.0,Neutral
I love asian coffeeee ,i love asian coffeeee,love asian coffeeee,love asian coffeee,1,Positive,0,0,0,,vannasaur,0.6369,0.25,0.44345,Positive
@terranaomi it's probably the best way to be dressed when enjoying a nice cup of coffee ,its probably the best way to be dressed when enjoying a nice cup of coffee,probably best way dressed enjoying nice cup coffee,probabl best way dress enjoy nice cup coffe,1,Positive,0,1,0,,redefinerenee,0.886,0.7000000000000001,0.793,Positive
"@starbright31 There should be a good cupcake place nearby, or you could walk to Triangle Square for Coffeeeee ",there should be a good cupcake place nearby or you could walk to triangle square for coffeeeee,good cupcake place nearby could walk triangle square coffeeeee,good cupcak place nearbi could walk triangl squar coffeeee,1,Positive,0,1,0,,neverwhere,0.4404,0.7,0.5702,Positive
have u tasted that coffee toffee twisted frosted? pretty good!! ,have u tasted that coffee toffee twisted frosted pretty good,u tasted coffee toffee twisted frosted pretty good,u tast coffe toffe twist frost pretti good,1,Positive,0,0,0,,Faraway1025,0.7707,0.25,0.5103500000000001,Positive
@merlocoffee oh wow.. thanks for tht.. i will def try some.. ! ,oh wow thanks for tht i will def try some,oh wow thanks tht def try,oh wow thank tht def tri,1,Positive,0,1,0,,shitika,0.7901,0.175,0.48255000000000003,Positive
"@celineyap maybe some cycling, jogging or coffee may help curb the blues. ",maybe some cycling jogging or coffee may help curb the blues,maybe cycling jogging coffee may help curb blue,mayb cycl jog coffe may help curb blue,1,Positive,0,1,0,,arystle,0.4019,0.0,0.20095,Positive
@tiffyT Lunch for me  and I was so hungry I ate it already at 10:30am. Just grabbing coffee now,lunch for me and i was so hungry i ate it already at am just grabbing coffee now,lunch hungry ate already grabbing coffee,lunch hungri ate alreadi grab coffe,1,Positive,0,1,0,,MrFlossy,0.0,0.0,0.0,Neutral
"Bed soon, since I'm going for coffee at 9:30 in the morning =/ But listening to Frank Sinatra til then ",bed soon since im going for coffee at in the morning but listening to frank sinatra til then,bed soon since im going coffee morning listening frank sinatra til,bed soon sinc im go coffe morn listen frank sinatra til,1,Positive,0,0,0,,colormehappy,-0.1779,-0.75,-0.46395,Negative
@TeaAndBrie I've been meaning to check out the coffee shop actions! I use some of the @thepioneerwoman actions as well ,ive been meaning to check out the coffee shop actions i use some of the actions as well,ive meaning check coffee shop action use action well,ive mean check coffe shop action use action well,1,Positive,0,2,0,,softasylum,0.3382,0.0,0.1691,Positive
@snappingturtle *Sends Coffee* Morning ,sends coffee morning,sends coffee morning,send coffe morn,1,Positive,0,1,0,,darwinshome,0.0,0.0,0.0,Neutral
@Crlin have read the excerpt and replied to your email. Love it! hope you found some coffee ,have read the excerpt and replied to your email love it hope you found some coffee,read excerpt replied email love hope found coffee,read excerpt repli email love hope found coffe,1,Positive,0,1,0,,wendyldavis,0.8122,0.625,0.7186,Positive
Having coffee and ready to work ,having coffee and ready to work,coffee ready work,coffe readi work,1,Positive,0,0,0,,Tina_Terminator,0.3612,0.2,0.2806,Positive
Sipping coffee. Listening to Music of the Spheres. Thinking. ,sipping coffee listening to music of the spheres thinking,sipping coffee listening music sphere thinking,sip coffe listen music sphere think,1,Positive,0,0,0,,wmjohn,0.0,0.0,0.0,Neutral
"@merlocoffee nope =( but I used my voucher that QUT gave me for completing the feedback survey, so it was still free! ",nope but i used my voucher that qut gave me for completing the feedback survey so it was still free,nope used voucher qut gave completing feedback survey still free,nope use voucher qut gave complet feedback survey still free,1,Positive,0,1,0,,jms_,0.6948,-0.125,0.2849,Positive
"@KitagawaSan Here they do  Just come and see, IÂ´ll give you a coffee shop tour",here they do just come and see iâ´ll give you a coffee shop tour,come see iâ´ll give coffee shop tour,come see iâ´ll give coffe shop tour,1,Positive,0,1,0,,annnia,0.0,0.0,0.0,Neutral
@annesiasat Yeh it's quite fulfilling. I better get back on them too  Good luck &amp; let's plan a coffee date soon xo,yeh its quite fulfilling i better get back on them too good luck amp lets plan a coffee date soon xo,yeh quite fulfilling better get back good luck amp let plan coffee date soon xo,yeh quit fulfil better get back good luck amp let plan coffe date soon xo,1,Positive,0,1,0,,rycaquino,0.8428,0.39999999999999997,0.6214,Positive
"@amber_benson In Europe it's breakfast time. I'll gonna make myself a coffee, maybe one for you too ",in europe its breakfast time ill gonna make myself a coffee maybe one for you too,europe breakfast time ill gonna make coffee maybe one,europ breakfast time ill gonna make coffe mayb one,1,Positive,0,1,0,,mammoooth,0.0,0.0,0.0,Neutral
a closing night at SB be back at 7 am! Oh how I love coffee... ,a closing night at sb be back at am oh how i love coffee,closing night sb back oh love coffee,close night sb back oh love coffe,1,Positive,0,0,0,,MicheldeBarista,0.6696,0.25,0.4598,Positive
"@piaguanio am a coffee drinker as well   since mahal ang magkape daily sa mga coffee shop, nescafe 3-in-1 is the next best thing",am a coffee drinker as well since mahal ang magkape daily sa mga coffee shop nescafe in is the next best thing,coffee drinker well since mahal ang magkape daily sa mga coffee shop nescafe next best thing,coffe drinker well sinc mahal ang magkap daili sa mga coffe shop nescaf next best thing,1,Positive,0,1,0,,davenvro,0.743,0.3333333333333333,0.5381666666666667,Positive
is waiting at McCafe for friends...mmm coffee ,is waiting at mccafe for friendsmmm coffee,waiting mccafe friendsmmm coffee,wait mccafe friendsmmm coffe,1,Positive,0,0,0,,Mishpiggy,0.0,0.0,0.0,Neutral
"9:30 am, having a cup of coffee then heading out later to the hairdresser  what is everyone else doing today??",am having a cup of coffee then heading out later to the hairdresser what is everyone else doing today,cup coffee heading later hairdresser everyone else today,cup coffe head later hairdress everyon els today,1,Positive,0,0,0,,Cherye101,0.0,0.0,0.0,Neutral
thanks for the coffeeeee @soodugyot! ,thanks for the coffeeeee,thanks coffeeeee,thank coffeeee,1,Positive,0,1,0,,japsss,0.4926,0.25,0.37129999999999996,Positive
"Unbelievable, I went without a cup of  Starbucks  coffee the whole day, and I thought I was addicted to the java. That's encouraging ",unbelievable i went without a cup of starbucks coffee the whole day and i thought i was addicted to the java thats encouraging,unbelievable went without cup starbucks coffee whole day thought addicted java thats encouraging,unbeliev went without cup starbuck coffe whole day thought addict java that encourag,1,Positive,0,0,0,,deccandude,0.6369,-0.15,0.24345,Positive
"@jinxman oh, I DID yoga. Outch.  if I do savasana now, I'm afraid to fall asleep again, will try the coffee-good words-hot shower-method.",oh i did yoga outch if i do savasana now im afraid to fall asleep again will try the coffeegood wordshot showermethod,oh yoga outch savasana im afraid fall asleep try coffeegood wordshot showermethod,oh yoga outch savasana im afraid fall asleep tri coffeegood wordshot showermethod,1,Positive,0,1,0,,dtrabert,0.0,-0.6,-0.3,Negative
"@coffee_bee perhaps you should get a holiday home in the northern hemisphere, then you'd never need to experience a winter again ",perhaps you should get a holiday home in the northern hemisphere then youd never need to experience a winter again,perhaps get holiday home northern hemisphere youd never need experience winter,perhap get holiday home northern hemispher youd never need experi winter,1,Positive,0,1,0,,ZaphodCamden,0.4019,0.0,0.20095,Positive
"@elephantbird Coffee was phantastic, as always. Coffee is my morning meditation ",coffee was phantastic as always coffee is my morning meditation,coffee phantastic always coffee morning meditation,coffe phantast alway coffe morn medit,1,Positive,0,1,0,,detlef_c,0.0,0.0,0.0,Neutral
"free coffee and sweets! thanks to Tristan, Inna and Nikki ",free coffee and sweets thanks to tristan inna and nikki,free coffee sweet thanks tristan inna nikki,free coffe sweet thank tristan inna nikki,1,Positive,0,0,0,,ryzl,0.8655,0.35,0.60775,Positive
coffee coffee coffee COFFEE COFFEE!!!!!!!!!!!!!!!!!!!!!! @londicreations  Local is more sustainable LOL,coffee coffee coffee coffee coffee local is more sustainable lol,coffee coffee coffee coffee coffee local sustainable lol,coffe coffe coffe coffe coffe local sustain lol,1,Positive,0,1,0,,perpetualspiral,0.7166,0.43333333333333335,0.5749666666666666,Positive
I have coffee (100% caffine) and caffine free diet coke  That amuses me vastly for some reason.,i have coffee caffine and caffine free diet coke that amuses me vastly for some reason,coffee caffine caffine free diet coke amuses vastly reason,coffe caffin caffin free diet coke amus vastli reason,1,Positive,0,0,0,,blue_cat_online,0.7184,0.2,0.45920000000000005,Positive
"@burhop im really bummed, truly. Hopefully you can give me the cliff notes version over coffee. My treat ",im really bummed truly hopefully you can give me the cliff notes version over coffee my treat,im really bummed truly hopefully give cliff note version coffee treat,im realli bum truli hope give cliff note version coffe treat,1,Positive,0,1,0,,derrekcooper,0.8335,0.2,0.51675,Positive
njanjanja ... nothing special ... coffee ... mmmmm ... ,njanjanja nothing special coffee mmmmm,njanjanja nothing special coffee mmmmm,njanjanja noth special coffe mmmmm,1,Positive,0,0,0,,anita_korotaj,-0.3089,0.35714285714285715,0.02412142857142857,Neutral
@outrage_designs  just having coffee now and will head for the shower soon p'raps that'll perk me up too. ,just having coffee now and will head for the shower soon praps thatll perk me up too,coffee head shower soon praps thatll perk,coffe head shower soon prap thatll perk,1,Positive,0,1,0,,BrokenSword,0.0,0.0,0.0,Neutral
@briankelly sounds like fun! Head to the Claverton Rooms (or Parade Bar!) For a quick coffee ,sounds like fun head to the claverton rooms or parade bar for a quick coffee,sound like fun head claverton room parade bar quick coffee,sound like fun head claverton room parad bar quick coffe,1,Positive,0,1,0,,nrparmar,0.7494,0.13194444444444445,0.4406722222222222,Positive
@chopapi Funny how we measure time by # of coffees ,funny how we measure time by of coffees,funny measure time coffee,funni measur time coffe,1,Positive,0,1,0,,thehumanaught,0.4404,0.25,0.3452,Positive
"i'll be around xintiandi area from 5-6,30pm anyone for a coffee. No dms, coz i can't get them, @siumuimui pls ",ill be around xintiandi area from pm anyone for a coffee no dms coz i cant get them pls,ill around xintiandi area pm anyone coffee dm coz cant get pls,ill around xintiandi area pm anyon coffe dm coz cant get pl,1,Positive,0,1,0,,siumuimui,-0.2263,0.0,-0.11315,Negative
clean up.  I'll be here waiting for you when you get back.    I told you coffee would lead to some tomfuckery in THX,clean up ill be here waiting for you when you get back i told you coffee would lead to some tomfuckery in thx,clean ill waiting get back told coffee would lead tomfuckery thx,clean ill wait get back told coffe would lead tomfuckeri thx,1,Positive,0,0,0,,Ravengregory,0.7125,0.18333333333333335,0.4479166666666667,Positive
We are going to be in Barcelona this fall and upcoming spring. If someone wants to have some coffee or beer  /@lindapierre @tomasnihlen,we are going to be in barcelona this fall and upcoming spring if someone wants to have some coffee or beer,going barcelona fall upcoming spring someone want coffee beer,go barcelona fall upcom spring someon want coffe beer,1,Positive,0,2,0,,tomasnihlen,0.0,0.2,0.1,Positive
and if by magic it arrives  ok yeah I seriously need some coffee noooo must stay off coffee. moroccan mint tea will hopefully save the day,and if by magic it arrives ok yeah i seriously need some coffee noooo must stay off coffee moroccan mint tea will hopefully save the day,magic arrives ok yeah seriously need coffee noooo must stay coffee moroccan mint tea hopefully save day,magic arriv ok yeah serious need coffe noooo must stay coffe moroccan mint tea hope save day,1,Positive,0,0,0,,ala1ne,0.8225,0.22222222222222224,0.5223611111111112,Positive
Well I will be after I've made my morning coffee ,well i will be after ive made my morning coffee,well ive made morning coffee,well ive made morn coffe,1,Positive,0,0,0,,stevegoodman,0.2732,0.0,0.1366,Positive
Monday motivation getting an absolute kicking with coffee and loud rock . ignoring the fact it's a gorgeous day outside! Helloooo peeps ,monday motivation getting an absolute kicking with coffee and loud rock ignoring the fact its a gorgeous day outside helloooo peeps,monday motivation getting absolute kicking coffee loud rock ignoring fact gorgeous day outside helloooo peep,monday motiv get absolut kick coffe loud rock ignor fact gorgeou day outsid helloooo peep,1,Positive,0,0,0,,_michaelpalmer,0.6114,0.25,0.4307,Positive
Something wrong w/ my productivity today. Brekky in garden took so long it's now nearly time for coffee break in garden ,something wrong w my productivity today brekky in garden took so long its now nearly time for coffee break in garden,something wrong w productivity today brekky garden took long nearly time coffee break garden,someth wrong w product today brekki garden took long nearli time coffe break garden,1,Positive,0,0,0,,joanl,-0.4767,-0.15000000000000002,-0.31335,Negative
@marleneboyce yes you are! I'm not talking cos nothing to say  it was just coffee. alas no oysterfestival this year,yes you are im not talking cos nothing to say it was just coffee alas no oysterfestival this year,yes im talking co nothing say coffee ala oysterfestival year,ye im talk co noth say coffe ala oysterfestiv year,1,Positive,0,1,0,,ingridinthecity,-0.2244,-0.4,-0.31220000000000003,Negative
"ok, email sent so i am off to make myself a nice cup of coffee! ",ok email sent so i am off to make myself a nice cup of coffee,ok email sent make nice cup coffee,ok email sent make nice cup coffe,1,Positive,0,0,0,,PEETEE1980,0.4753,0.625,0.55015,Positive
@priscx haha I love going out alone sometimes  hehe like reading a book and drinking coffee. but my favourite place is coffee bean ,haha i love going out alone sometimes hehe like reading a book and drinking coffee but my favourite place is coffee bean,haha love going alone sometimes hehe like reading book drinking coffee favourite place coffee bean,haha love go alon sometim hehe like read book drink coffe favourit place coffe bean,1,Positive,0,1,0,,miszsarahz,0.5927,0.35,0.47135,Positive
@LesWalton Like men always expected women to make coffee for them at work ? ,like men always expected women to make coffee for them at work,like men always expected woman make coffee work,like men alway expect women make coffe work,1,Positive,0,1,0,,hilaryjp,0.3612,-0.1,0.1306,Positive
@supercopygurl haha! Tell me about it ! lol! Good luck to you tooo - Coffeeee!! lol ,haha tell me about it lol good luck to you tooo coffeeee lol,haha tell lol good luck tooo coffeeee lol,haha tell lol good luck tooo coffeee lol,1,Positive,0,1,0,,Linz007,0.94,0.778125,0.8590625,Positive
Such a lovely day  Coffee and @ddlovato makes it better ,such a lovely day coffee and makes it better,lovely day coffee make better,love day coffe make better,1,Positive,0,1,0,,rosieanne91,0.7717,0.3333333333333333,0.5525166666666667,Positive
hello world! let's drink some coffee ,hello world lets drink some coffee,hello world let drink coffee,hello world let drink coffe,1,Positive,0,0,0,,kalinkaa,0.0,0.0,0.0,Neutral
Outsourced morning greeting:  @JuliaRosien  Monday  ~ Welcome to the week! Coffee is on and I'm (almost) ready to get the party started. ,outsourced morning greeting monday welcome to the week coffee is on and im almost ready to get the party started,outsourced morning greeting monday welcome week coffee im almost ready get party started,outsourc morn greet monday welcom week coffe im almost readi get parti start,1,Positive,0,1,0,,KayBallard,0.8689,0.6,0.73445,Positive
"@Florina_B Um, you have 10 minutes and then it's going into high gear  Just kidding - enjoy the coffee first ",um you have minutes and then its going into high gear just kidding enjoy the coffee first,um minute going high gear kidding enjoy coffee first,um minut go high gear kid enjoy coffe first,1,Positive,0,1,0,,JuliaRosien,0.5574,0.27,0.4137,Positive
morning all! dan's in for tracy this morning. we need more coffee ,morning all dans in for tracy this morning we need more coffee,morning dans tracy morning need coffee,morn dan traci morn need coffe,1,Positive,0,0,0,,sarahbrodhead,0.0,0.5,0.25,Positive
I want icee coffee from McDonalds... Haha is that weird? Haha. ,i want icee coffee from mcdonalds haha is that weird haha,want icee coffee mcdonalds haha weird haha,want ice coffe mcdonald haha weird haha,1,Positive,0,0,0,,KerrieLale,0.6808,-0.033333333333333326,0.3237333333333333,Positive
"Sat in the sun with a coffee, soaking up the rays, my one day off before a manic 5 day week and I'm gonna damn well enjoy it people!!!! ",sat in the sun with a coffee soaking up the rays my one day off before a manic day week and im gonna damn well enjoy it people,sat sun coffee soaking ray one day manic day week im gonna damn well enjoy people,sat sun coffe soak ray one day manic day week im gonna damn well enjoy peopl,1,Positive,0,0,0,,Law_Gilbert,0.5815,0.9765625,0.7790312500000001,Positive
Still aint been to bed. Walking home from getting coffee. You know hanover aint to bad at this hour. Kinda peacefull. ,still aint been to bed walking home from getting coffee you know hanover aint to bad at this hour kinda peacefull,still aint bed walking home getting coffee know hanover aint bad hour kinda peacefull,still aint bed walk home get coffe know hanov aint bad hour kinda peaceful,1,Positive,0,0,0,,ladiilynsyahdig,0.431,-0.6999999999999998,-0.13449999999999993,Negative
"coffee, heidelberg, and the very happy finger.. oh, life can be great...  - http://mobypicture.com/?y4pp7t",coffee heidelberg and the very happy finger oh life can be great,coffee heidelberg happy finger oh life great,coffe heidelberg happi finger oh life great,1,Positive,1,0,0,,Lawnmusic,0.8439,0.9,0.87195,Positive
"Fired up the Dave Ramsey Show, got coffee--Now I'm ready to get started. ",fired up the dave ramsey show got coffeenow im ready to get started,fired dave ramsey show got coffeenow im ready get started,fire dave ramsey show got coffeenow im readi get start,1,Positive,0,0,0,,solitarydancer,-0.2732,0.2,-0.036599999999999994,Neutral
Good Morning World. First: A fresh cup of hot coffee from my new Mashine Dolce Gusto. Second: We will see ... ,good morning world first a fresh cup of hot coffee from my new mashine dolce gusto second we will see,good morning world first fresh cup hot coffee new mashine dolce gusto second see,good morn world first fresh cup hot coffe new mashin dolc gusto second see,1,Positive,0,0,0,,AndyGER,0.6369,0.2727272727272727,0.45481363636363636,Positive
Heading to Birmingham city centre for meets. Let me know if you want to chat over a coffee ,heading to birmingham city centre for meets let me know if you want to chat over a coffee,heading birmingham city centre meet let know want chat coffee,head birmingham citi centr meet let know want chat coffe,1,Positive,0,0,0,,BostinBloke,0.0772,0.0,0.0386,Neutral
"Morning coffee with @psaico. Which reminds me, @soare, call him now ",morning coffee with which reminds me call him now,morning coffee reminds call,morn coffe remind call,1,Positive,0,2,0,,lorandm,0.0,0.0,0.0,Neutral
"Nice weather today, maybe I'll go out later ^^  Now it's time for the third coffee ",nice weather today maybe ill go out later now its time for the third coffee,nice weather today maybe ill go later time third coffee,nice weather today mayb ill go later time third coffe,1,Positive,0,0,0,,Boaconstructor,0.4215,0.19999999999999998,0.31074999999999997,Positive
i love coffee Sumatra  . . . . . .http://bit.ly/o57eE,i love coffee sumatra,love coffee sumatra,love coffe sumatra,1,Positive,1,0,0,,walenta_store,0.6369,0.5,0.56845,Positive
@SeaGrace Drinking coffee and reading email before I get ready for the Evil Day Job. ,drinking coffee and reading email before i get ready for the evil day job,drinking coffee reading email get ready evil day job,drink coffe read email get readi evil day job,1,Positive,0,1,0,,Patti_OShea,-0.4404,-0.4,-0.4202,Negative
"@sigitt me included! re:people who have passion for vintage, coffee, travels, wandering aimlessly and a dash of old books and museums. ",me included repeople who have passion for vintage coffee travels wandering aimlessly and a dash of old books and museums,included repeople passion vintage coffee travel wandering aimlessly dash old book museum,includ repeopl passion vintag coffe travel wander aimlessli dash old book museum,1,Positive,0,1,0,,thesouthernstar,0.5093,0.1,0.30465,Positive
@getchill i tried one of those US-made instant-heating coffees they sell at Coles etc a few weeks ago. Pretty bloody horrible ,i tried one of those usmade instantheating coffees they sell at coles etc a few weeks ago pretty bloody horrible,tried one usmade instantheating coffee sell cole etc week ago pretty bloody horrible,tri one usmad instanth coffe sell cole etc week ago pretti bloodi horribl,1,Positive,0,1,0,,ozdj,-0.4939,-0.4375,-0.4657,Negative
Busy day at work today. Everyone is either sick or on holidays. Tired now. Time for a much needed coffee. Dog needs one too. Snoring bad ,busy day at work today everyone is either sick or on holidays tired now time for a much needed coffee dog needs one too snoring bad,busy day work today everyone either sick holiday tired time much needed coffee dog need one snoring bad,busi day work today everyon either sick holiday tire time much need coffe dog need one snore bad,1,Positive,0,0,0,,yasw,-0.7964,-0.3028571428571428,-0.5496285714285714,Negative
Successfully ordered her coffee in French this morning ,successfully ordered her coffee in french this morning,successfully ordered coffee french morning,success order coffe french morn,1,Positive,0,0,0,,rachelpickel,0.4939,0.375,0.43445,Positive
"@arulprasad man, one more painting today  #coffee #art",man one more painting today coffee art,man one painting today coffee art,man one paint today coffe art,1,Positive,0,1,2,"coffee,art",skitsanos,0.0,0.5,0.25,Positive
"Four leggers fed, check. Coffee, check. Email read, check. Now off to unclog a drain, and the joy of Mondays ",four leggers fed check coffee check email read check now off to unclog a drain and the joy of mondays,four leggers fed check coffee check email read check unclog drain joy monday,four legger fed check coffe check email read check unclog drain joy monday,1,Positive,0,0,0,,PawsibleMktg,0.5859,0.8,0.69295,Positive
@kilaucoffee Sounds yum! I think I'll pop in as I have the day off work ,sounds yum i think ill pop in as i have the day off work,sound yum think ill pop day work,sound yum think ill pop day work,1,Positive,0,1,0,,Astronick,0.0,0.0,0.0,Neutral
Just back from having a coffee a couple of hours to go till end of shift.  Down to single figures now before going home ,just back from having a coffee a couple of hours to go till end of shift down to single figures now before going home,back coffee couple hour go till end shift single figure going home,back coffe coupl hour go till end shift singl figur go home,1,Positive,0,0,0,,rickbcunningham,0.0,-0.07566137566137567,-0.03783068783068783,Neutral
"Had the birthday coffee, sat in &amp; took time to contemplate for a bit in the sun. I think it's important just to pause for a bit each day ",had the birthday coffee sat in amp took time to contemplate for a bit in the sun i think its important just to pause for a bit each day,birthday coffee sat amp took time contemplate bit sun think important pause bit day,birthday coffe sat amp took time contempl bit sun think import paus bit day,1,Positive,0,0,0,,columalmighty,0.2023,0.4,0.30115000000000003,Positive
waiting for veetee at SBC. Have missed hanging out at coffeeshops! ,waiting for veetee at sbc have missed hanging out at coffeeshops,waiting veetee sbc missed hanging coffeeshops,wait veete sbc miss hang coffeeshop,1,Positive,0,0,0,,lizbeth538,-0.3595,0.0,-0.17975,Negative
ice coffee time  then i'll reply to your email @MegsEggs haha,ice coffee time then ill reply to your email haha,ice coffee time ill reply email haha,ice coffe time ill repli email haha,1,Positive,0,1,0,,sophs_3,0.4588,0.2,0.3294,Positive
Finally! Had a proper good amount of sleep. I feel spritely  it's sunny as hell and am drinking first coffee of the day ;),finally had a proper good amount of sleep i feel spritely its sunny as hell and am drinking first coffee of the day,finally proper good amount sleep feel spritely sunny hell drinking first coffee day,final proper good amount sleep feel sprite sunni hell drink first coffe day,1,Positive,0,0,0,,nooth,0.3164,0.24,0.2782,Positive
"@bobbythomas1 ahh coffee, much better now, you may continue ",ahh coffee much better now you may continue,ahh coffee much better may continue,ahh coffe much better may continu,1,Positive,0,1,0,,Ellectrocutie,0.4404,0.5,0.4702,Positive
Good morning tweeps! Bust out the coffee and elbow grease it's Monday ,good morning tweeps bust out the coffee and elbow grease its monday,good morning tweeps bust coffee elbow grease monday,good morn tweep bust coffe elbow greas monday,1,Positive,0,0,0,,mileless,0.4926,0.875,0.6838,Positive
"@nkotbfan42175 i'm going to go to work but i would rather stay home today, guess i will go get dressed. already have my coffee. ",im going to go to work but i would rather stay home today guess i will go get dressed already have my coffee,im going go work would rather stay home today guess go get dressed already coffee,im go go work would rather stay home today guess go get dress alreadi coffe,1,Positive,0,1,0,,mhaney72,0.0,0.0,0.0,Neutral
@colwar booooohoooo you better have a coffee for me  mine is short and black thanx,booooohoooo you better have a coffee for me mine is short and black thanx,booooohoooo better coffee mine short black thanx,booooohoooo better coffe mine short black thanx,1,Positive,0,1,0,,rhysatwork,0.4404,0.11111111111111112,0.2757555555555556,Positive
